cow_age,cow_breed,cow_sex,weight_mature,weight_current,weight_gain
1,cachena,female,275.0,20.0,0.24793388429752067
2,cachena,female,275.0,20.24793388429752,0.24793388429752067
3,cachena,female,275.0,20.49586776859504,0.24793388429752067
4,cachena,female,275.0,20.74380165289256,0.24793388429752067
5,cachena,female,275.0,20.99173553719008,0.24793388429752067
6,cachena,female,275.0,21.239669421487605,0.24793388429752067
7,cachena,female,275.0,21.487603305785125,0.24793388429752067
8,cachena,female,275.0,21.735537190082646,0.24793388429752067
9,cachena,female,275.0,21.983471074380166,0.24793388429752067
10,cachena,female,275.0,22.231404958677686,0.24793388429752067
11,cachena,female,275.0,22.479338842975206,0.24793388429752067
12,cachena,female,275.0,22.727272727272727,0.24793388429752067
13,cachena,female,275.0,22.975206611570247,0.24793388429752067
14,cachena,female,275.0,23.223140495867767,0.24793388429752067
15,cachena,female,275.0,23.47107438016529,0.24793388429752067
16,cachena,female,275.0,23.71900826446281,0.24793388429752067
17,cachena,female,275.0,23.96694214876033,0.24793388429752067
18,cachena,female,275.0,24.214876033057852,0.24793388429752067
19,cachena,female,275.0,24.462809917355372,0.24793388429752067
20,cachena,female,275.0,24.710743801652892,0.24793388429752067
21,cachena,female,275.0,24.958677685950413,0.24793388429752067
22,cachena,female,275.0,25.206611570247933,0.24793388429752067
23,cachena,female,275.0,25.454545454545453,0.24793388429752067
24,cachena,female,275.0,25.702479338842977,0.24793388429752067
25,cachena,female,275.0,25.950413223140494,0.24793388429752067
26,cachena,female,275.0,26.198347107438018,0.24793388429752067
27,cachena,female,275.0,26.446280991735538,0.24793388429752067
28,cachena,female,275.0,26.694214876033058,0.24793388429752067
29,cachena,female,275.0,26.94214876033058,0.24793388429752067
30,cachena,female,275.0,27.1900826446281,0.24793388429752067
31,cachena,female,275.0,27.43801652892562,0.24793388429752067
32,cachena,female,275.0,27.68595041322314,0.24793388429752067
33,cachena,female,275.0,27.933884297520663,0.24793388429752067
34,cachena,female,275.0,28.18181818181818,0.24793388429752067
35,cachena,female,275.0,28.429752066115704,0.24793388429752067
36,cachena,female,275.0,28.677685950413224,0.24793388429752067
37,cachena,female,275.0,28.925619834710744,0.24793388429752067
38,cachena,female,275.0,29.173553719008265,0.24793388429752067
39,cachena,female,275.0,29.421487603305785,0.24793388429752067
40,cachena,female,275.0,29.66942148760331,0.24793388429752067
41,cachena,female,275.0,29.917355371900825,0.24793388429752067
42,cachena,female,275.0,30.16528925619835,0.24793388429752067
43,cachena,female,275.0,30.413223140495866,0.24793388429752067
44,cachena,female,275.0,30.66115702479339,0.24793388429752067
45,cachena,female,275.0,30.90909090909091,0.24793388429752067
46,cachena,female,275.0,31.15702479338843,0.24793388429752067
47,cachena,female,275.0,31.40495867768595,0.24793388429752067
48,cachena,female,275.0,31.65289256198347,0.24793388429752067
49,cachena,female,275.0,31.90082644628099,0.24793388429752067
50,cachena,female,275.0,32.14876033057851,0.24793388429752067
51,cachena,female,275.0,32.396694214876035,0.24793388429752067
52,cachena,female,275.0,32.64462809917355,0.24793388429752067
53,cachena,female,275.0,32.892561983471076,0.24793388429752067
54,cachena,female,275.0,33.14049586776859,0.24793388429752067
55,cachena,female,275.0,33.388429752066116,0.24793388429752067
56,cachena,female,275.0,33.63636363636364,0.24793388429752067
57,cachena,female,275.0,33.88429752066116,0.24793388429752067
58,cachena,female,275.0,34.132231404958674,0.24793388429752067
59,cachena,female,275.0,34.3801652892562,0.24793388429752067
60,cachena,female,275.0,34.62809917355372,0.24793388429752067
61,cachena,female,275.0,34.87603305785124,0.24793388429752067
62,cachena,female,275.0,35.12396694214876,0.24793388429752067
63,cachena,female,275.0,35.37190082644628,0.24793388429752067
64,cachena,female,275.0,35.6198347107438,0.24793388429752067
65,cachena,female,275.0,35.867768595041326,0.24793388429752067
66,cachena,female,275.0,36.11570247933884,0.24793388429752067
67,cachena,female,275.0,36.36363636363636,0.24793388429752067
68,cachena,female,275.0,36.611570247933884,0.24793388429752067
69,cachena,female,275.0,36.85950413223141,0.24793388429752067
70,cachena,female,275.0,37.10743801652893,0.24793388429752067
71,cachena,female,275.0,37.35537190082645,0.24793388429752067
72,cachena,female,275.0,37.603305785123965,0.24793388429752067
73,cachena,female,275.0,37.85123966942149,0.24793388429752067
74,cachena,female,275.0,38.09917355371901,0.24793388429752067
75,cachena,female,275.0,38.34710743801653,0.24793388429752067
76,cachena,female,275.0,38.595041322314046,0.24793388429752067
77,cachena,female,275.0,38.84297520661157,0.24793388429752067
78,cachena,female,275.0,39.09090909090909,0.24793388429752067
79,cachena,female,275.0,39.33884297520662,0.24793388429752067
80,cachena,female,275.0,39.586776859504134,0.24793388429752067
81,cachena,female,275.0,39.83471074380165,0.24793388429752067
82,cachena,female,275.0,40.082644628099175,0.24793388429752067
83,cachena,female,275.0,40.3305785123967,0.24793388429752067
84,cachena,female,275.0,40.578512396694215,0.24793388429752067
85,cachena,female,275.0,40.82644628099173,0.24793388429752067
86,cachena,female,275.0,41.074380165289256,0.24793388429752067
87,cachena,female,275.0,41.32231404958678,0.24793388429752067
88,cachena,female,275.0,41.5702479338843,0.24793388429752067
89,cachena,female,275.0,41.81818181818182,0.24793388429752067
90,cachena,female,275.0,42.06611570247934,0.24793388429752067
91,cachena,female,275.0,42.31404958677686,0.24793388429752067
92,cachena,female,275.0,42.561983471074385,0.24793388429752067
93,cachena,female,275.0,42.8099173553719,0.24793388429752067
94,cachena,female,275.0,43.05785123966942,0.24793388429752067
95,cachena,female,275.0,43.30578512396694,0.24793388429752067
