age,sex,weight_current,weight_gain,weight_mature,cf_maintenance,ne_maintenance,cf_growth,ne_growth,feeding_situation,cf_activity,ne_activity,is_pregnant,cf_pregnant,ne_pregnant,is_lactating,milk_production,milk_fat,milk protein,ne_lactation,Diet,Digestibility_diet,REM,REG,Ym,gross_energy,EF_CH4_Ent_Ferm
1,male,21.0,0.3057851239669421,500.0,0.322,3.159,1.2,0.486,extensive,0.227,0.717,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.273,0.006
2,male,21.305785123966945,0.3057851239669421,500.0,0.322,3.193,1.2,0.491,extensive,0.227,0.725,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.362,0.006
3,male,21.611570247933884,0.3057851239669421,500.0,0.322,3.228,1.2,0.496,extensive,0.227,0.733,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.452,0.006
4,male,21.917355371900825,0.3057851239669421,500.0,0.322,3.262,1.2,0.502,extensive,0.227,0.74,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.542,0.006
5,male,22.223140495867767,0.3057851239669421,500.0,0.322,3.296,1.2,0.507,extensive,0.227,0.748,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.631,0.006
6,male,22.52892561983471,0.3057851239669421,500.0,0.322,3.33,1.2,0.512,extensive,0.227,0.756,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.72,0.006
7,male,22.83471074380165,0.3057851239669421,500.0,0.322,3.364,1.2,0.517,extensive,0.227,0.764,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.809,0.006
8,male,23.1404958677686,0.3057851239669421,500.0,0.322,3.397,1.2,0.522,extensive,0.227,0.771,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.894,0.006
9,male,23.446280991735534,0.3057851239669421,500.0,0.322,3.431,1.2,0.528,extensive,0.227,0.779,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,8.986,0.006
10,male,23.75206611570248,0.3057851239669421,500.0,0.322,3.464,1.2,0.533,extensive,0.227,0.786,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.071,0.007
11,male,24.05785123966942,0.3057851239669421,500.0,0.322,3.498,1.2,0.538,extensive,0.227,0.794,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.16,0.007
12,male,24.363636363636363,0.3057851239669421,500.0,0.322,3.531,1.2,0.543,extensive,0.227,0.802,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.247,0.007
13,male,24.669421487603305,0.3057851239669421,500.0,0.322,3.564,1.2,0.548,extensive,0.227,0.809,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.333,0.007
14,male,24.975206611570247,0.3057851239669421,500.0,0.322,3.597,1.2,0.553,extensive,0.227,0.817,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.42,0.007
15,male,25.28099173553719,0.3057851239669421,500.0,0.322,3.63,1.2,0.558,extensive,0.227,0.824,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.505,0.007
16,male,25.58677685950413,0.3057851239669421,500.0,0.322,3.663,1.2,0.563,extensive,0.227,0.832,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.592,0.007
17,male,25.89256198347108,0.3057851239669421,500.0,0.322,3.696,1.2,0.568,extensive,0.227,0.839,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.678,0.007
18,male,26.198347107438018,0.3057851239669421,500.0,0.322,3.729,1.2,0.573,extensive,0.227,0.846,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.763,0.007
19,male,26.50413223140496,0.3057851239669421,500.0,0.322,3.761,1.2,0.578,extensive,0.227,0.854,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.848,0.007
20,male,26.8099173553719,0.3057851239669421,500.0,0.322,3.794,1.2,0.583,extensive,0.227,0.861,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,9.934,0.007
21,male,27.115702479338843,0.3057851239669421,500.0,0.322,3.826,1.2,0.588,extensive,0.227,0.869,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.019,0.007
22,male,27.421487603305785,0.3057851239669421,500.0,0.322,3.859,1.2,0.593,extensive,0.227,0.876,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.104,0.007
23,male,27.727272727272727,0.3057851239669421,500.0,0.322,3.891,1.2,0.598,extensive,0.227,0.883,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.188,0.007
24,male,28.03305785123967,0.3057851239669421,500.0,0.322,3.923,1.2,0.603,extensive,0.227,0.891,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.273,0.007
25,male,28.33884297520661,0.3057851239669421,500.0,0.322,3.955,1.2,0.608,extensive,0.227,0.898,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.357,0.007
26,male,28.644628099173552,0.3057851239669421,500.0,0.322,3.987,1.2,0.613,extensive,0.227,0.905,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.44,0.008
27,male,28.95041322314049,0.3057851239669421,500.0,0.322,4.019,1.2,0.618,extensive,0.227,0.912,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.524,0.008
28,male,29.25619834710744,0.3057851239669421,500.0,0.322,4.051,1.2,0.623,extensive,0.227,0.92,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.609,0.008
29,male,29.561983471074377,0.3057851239669421,500.0,0.322,4.082,1.2,0.628,extensive,0.227,0.927,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.691,0.008
30,male,29.86776859504132,0.3057851239669421,500.0,0.322,4.114,1.2,0.633,extensive,0.227,0.934,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.774,0.008
31,male,30.173553719008265,0.3057851239669421,500.0,0.322,4.145,1.2,0.637,extensive,0.227,0.941,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.853,0.008
32,male,30.479338842975206,0.3057851239669421,500.0,0.322,4.177,1.2,0.642,extensive,0.227,0.948,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,10.937,0.008
33,male,30.785123966942148,0.3057851239669421,500.0,0.322,4.208,1.2,0.647,extensive,0.227,0.955,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.019,0.008
34,male,31.09090909090909,0.3057851239669421,500.0,0.322,4.24,1.2,0.652,extensive,0.227,0.962,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.102,0.008
35,male,31.39669421487603,0.3057851239669421,500.0,0.322,4.271,1.2,0.657,extensive,0.227,0.97,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.186,0.008
36,male,31.702479338842977,0.3057851239669421,500.0,0.322,4.302,1.2,0.661,extensive,0.227,0.977,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.265,0.008
37,male,32.00826446280992,0.3057851239669421,500.0,0.322,4.333,1.2,0.666,extensive,0.227,0.984,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.346,0.008
38,male,32.31404958677686,0.3057851239669421,500.0,0.322,4.364,1.2,0.671,extensive,0.227,0.991,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.428,0.008
39,male,32.6198347107438,0.3057851239669421,500.0,0.322,4.395,1.2,0.676,extensive,0.227,0.998,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.51,0.008
40,male,32.925619834710744,0.3057851239669421,500.0,0.322,4.426,1.2,0.681,extensive,0.227,1.005,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.592,0.008
41,male,33.231404958677686,0.3057851239669421,500.0,0.322,4.457,1.2,0.685,extensive,0.227,1.012,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.671,0.008
42,male,33.53719008264463,0.3057851239669421,500.0,0.322,4.487,1.2,0.69,extensive,0.227,1.019,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.751,0.008
43,male,33.84297520661157,0.3057851239669421,500.0,0.322,4.518,1.2,0.695,extensive,0.227,1.026,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.832,0.009
44,male,34.14876033057851,0.3057851239669421,500.0,0.322,4.549,1.2,0.699,extensive,0.227,1.033,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.911,0.009
45,male,34.45454545454545,0.3057851239669421,500.0,0.322,4.579,1.2,0.704,extensive,0.227,1.039,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,11.99,0.009
46,male,34.760330578512395,0.3057851239669421,500.0,0.322,4.61,1.2,0.709,extensive,0.227,1.046,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.071,0.009
47,male,35.06611570247934,0.3057851239669421,500.0,0.322,4.64,1.2,0.713,extensive,0.227,1.053,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.149,0.009
48,male,35.37190082644628,0.3057851239669421,500.0,0.322,4.67,1.2,0.718,extensive,0.227,1.06,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.228,0.009
49,male,35.67768595041322,0.3057851239669421,500.0,0.322,4.701,1.2,0.723,extensive,0.227,1.067,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.31,0.009
50,male,35.98347107438016,0.3057851239669421,500.0,0.322,4.731,1.2,0.727,extensive,0.227,1.074,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.387,0.009
51,male,36.289256198347104,0.3057851239669421,500.0,0.322,4.761,1.2,0.732,extensive,0.227,1.081,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.467,0.009
52,male,36.595041322314046,0.3057851239669421,500.0,0.322,4.791,1.2,0.737,extensive,0.227,1.088,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.547,0.009
53,male,36.90082644628099,0.3057851239669421,500.0,0.322,4.821,1.2,0.741,extensive,0.227,1.094,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.623,0.009
54,male,37.20661157024793,0.3057851239669421,500.0,0.322,4.851,1.2,0.746,extensive,0.227,1.101,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.703,0.009
55,male,37.51239669421487,0.3057851239669421,500.0,0.322,4.881,1.2,0.75,extensive,0.227,1.108,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.78,0.009
56,male,37.81818181818181,0.3057851239669421,500.0,0.322,4.911,1.2,0.755,extensive,0.227,1.115,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.86,0.009
57,male,38.12396694214876,0.3057851239669421,500.0,0.322,4.94,1.2,0.76,extensive,0.227,1.121,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,12.936,0.009
58,male,38.4297520661157,0.3057851239669421,500.0,0.322,4.97,1.2,0.764,extensive,0.227,1.128,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.014,0.009
59,male,38.73553719008264,0.3057851239669421,500.0,0.322,5.0,1.2,0.769,extensive,0.227,1.135,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.093,0.009
60,male,39.04132231404959,0.3057851239669421,500.0,0.322,5.029,1.2,0.773,extensive,0.227,1.142,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.169,0.009
61,male,39.34710743801653,0.3057851239669421,500.0,0.322,5.059,1.2,0.778,extensive,0.227,1.148,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.247,0.01
62,male,39.65289256198347,0.3057851239669421,500.0,0.322,5.088,1.2,0.782,extensive,0.227,1.155,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.323,0.01
63,male,39.95867768595041,0.3057851239669421,500.0,0.322,5.118,1.2,0.787,extensive,0.227,1.162,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.402,0.01
64,male,40.26446280991736,0.3057851239669421,500.0,0.322,5.147,1.2,0.791,extensive,0.227,1.168,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.476,0.01
65,male,40.570247933884296,0.3057851239669421,500.0,0.322,5.176,1.2,0.796,extensive,0.227,1.175,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.554,0.01
66,male,40.87603305785124,0.3057851239669421,500.0,0.322,5.205,1.2,0.8,extensive,0.227,1.182,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.63,0.01
67,male,41.18181818181818,0.3057851239669421,500.0,0.322,5.235,1.2,0.805,extensive,0.227,1.188,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.708,0.01
68,male,41.48760330578512,0.3057851239669421,500.0,0.322,5.264,1.2,0.809,extensive,0.227,1.195,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.783,0.01
69,male,41.79338842975206,0.3057851239669421,500.0,0.322,5.293,1.2,0.814,extensive,0.227,1.202,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.861,0.01
70,male,42.099173553719005,0.3057851239669421,500.0,0.322,5.322,1.2,0.818,extensive,0.227,1.208,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,13.935,0.01
71,male,42.404958677685954,0.3057851239669421,500.0,0.322,5.351,1.2,0.823,extensive,0.227,1.215,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.013,0.01
72,male,42.710743801652896,0.3057851239669421,500.0,0.322,5.38,1.2,0.827,extensive,0.227,1.221,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.087,0.01
73,male,43.01652892561984,0.3057851239669421,500.0,0.322,5.409,1.2,0.832,extensive,0.227,1.228,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.165,0.01
74,male,43.32231404958678,0.3057851239669421,500.0,0.322,5.437,1.2,0.836,extensive,0.227,1.234,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.237,0.01
75,male,43.62809917355372,0.3057851239669421,500.0,0.322,5.466,1.2,0.84,extensive,0.227,1.241,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.312,0.01
76,male,43.93388429752066,0.3057851239669421,500.0,0.322,5.495,1.2,0.845,extensive,0.227,1.247,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.389,0.01
77,male,44.239669421487605,0.3057851239669421,500.0,0.322,5.524,1.2,0.849,extensive,0.227,1.254,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.464,0.01
78,male,44.54545454545455,0.3057851239669421,500.0,0.322,5.552,1.2,0.854,extensive,0.227,1.26,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.539,0.01
79,male,44.85123966942149,0.3057851239669421,500.0,0.322,5.581,1.2,0.858,extensive,0.227,1.267,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.614,0.011
80,male,45.15702479338843,0.3057851239669421,500.0,0.322,5.609,1.2,0.862,extensive,0.227,1.273,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.686,0.011
81,male,45.46280991735537,0.3057851239669421,500.0,0.322,5.638,1.2,0.867,extensive,0.227,1.28,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.764,0.011
82,male,45.76859504132232,0.3057851239669421,500.0,0.322,5.666,1.2,0.871,extensive,0.227,1.286,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.836,0.011
83,male,46.074380165289256,0.3057851239669421,500.0,0.322,5.694,1.2,0.876,extensive,0.227,1.293,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.912,0.011
84,male,46.3801652892562,0.3057851239669421,500.0,0.322,5.723,1.2,0.88,extensive,0.227,1.299,no,0.0,0.0,no,0,0,0.0,0.0,suckling,96.85,0.57005,0.40078,4.0,14.986,0.011
85,male,46.68595041322314,0.3057851239669421,500.0,0.322,5.751,1.2,0.884,extensive,0.227,1.305,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,28.785,0.036
86,male,46.99173553719008,0.3057851239669421,500.0,0.322,5.779,1.2,0.889,extensive,0.227,1.312,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,28.932,0.036
87,male,47.29752066115702,0.3057851239669421,500.0,0.322,5.807,1.2,0.893,extensive,0.227,1.318,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.069,0.037
88,male,47.603305785123965,0.3057851239669421,500.0,0.322,5.836,1.2,0.897,extensive,0.227,1.325,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.213,0.037
89,male,47.90909090909091,0.3057851239669421,500.0,0.322,5.864,1.2,0.902,extensive,0.227,1.331,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.356,0.037
90,male,48.21487603305785,0.3057851239669421,500.0,0.322,5.892,1.2,0.906,extensive,0.227,1.337,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.493,0.037
91,male,48.52066115702479,0.3057851239669421,500.0,0.322,5.92,1.2,0.91,extensive,0.227,1.344,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.634,0.037
92,male,48.82644628099173,0.3057851239669421,500.0,0.322,5.948,1.2,0.915,extensive,0.227,1.35,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.777,0.037
93,male,49.132231404958674,0.3057851239669421,500.0,0.322,5.976,1.2,0.919,extensive,0.227,1.357,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,29.917,0.038
94,male,49.438016528925615,0.3057851239669421,500.0,0.322,6.003,1.2,0.923,extensive,0.227,1.363,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.051,0.038
95,male,49.74380165289256,0.3057851239669421,500.0,0.322,6.031,1.2,0.927,extensive,0.227,1.369,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.188,0.038
96,male,50.0495867768595,0.3057851239669421,500.0,0.322,6.059,1.2,0.932,extensive,0.227,1.375,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.331,0.038
97,male,50.35537190082644,0.3057851239669421,500.0,0.322,6.087,1.2,0.936,extensive,0.227,1.382,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.472,0.038
98,male,50.66115702479338,0.3057851239669421,500.0,0.322,6.115,1.2,0.94,extensive,0.227,1.388,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.609,0.039
99,male,50.96694214876032,0.3057851239669421,500.0,0.322,6.142,1.2,0.944,extensive,0.227,1.394,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.743,0.039
100,male,51.27272727272727,0.3057851239669421,500.0,0.322,6.17,1.2,0.949,extensive,0.227,1.401,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,30.889,0.039
101,male,51.57851239669421,0.3057851239669421,500.0,0.322,6.197,1.2,0.953,extensive,0.227,1.407,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.023,0.039
102,male,51.88429752066115,0.3057851239669421,500.0,0.322,6.225,1.2,0.957,extensive,0.227,1.413,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.16,0.039
103,male,52.1900826446281,0.3057851239669421,500.0,0.322,6.252,1.2,0.961,extensive,0.227,1.419,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.294,0.039
104,male,52.49586776859504,0.3057851239669421,500.0,0.322,6.28,1.2,0.966,extensive,0.227,1.426,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.441,0.04
105,male,52.80165289256198,0.3057851239669421,500.0,0.322,6.307,1.2,0.97,extensive,0.227,1.432,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.574,0.04
106,male,53.10743801652893,0.3057851239669421,500.0,0.322,6.335,1.2,0.974,extensive,0.227,1.438,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.712,0.04
107,male,53.413223140495866,0.3057851239669421,500.0,0.322,6.362,1.2,0.978,extensive,0.227,1.444,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.845,0.04
108,male,53.71900826446281,0.3057851239669421,500.0,0.322,6.389,1.2,0.982,extensive,0.227,1.45,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,31.979,0.04
109,male,54.02479338842975,0.3057851239669421,500.0,0.322,6.417,1.2,0.987,extensive,0.227,1.457,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.126,0.04
110,male,54.33057851239669,0.3057851239669421,500.0,0.322,6.444,1.2,0.991,extensive,0.227,1.463,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.259,0.041
111,male,54.63636363636363,0.3057851239669421,500.0,0.322,6.471,1.2,0.995,extensive,0.227,1.469,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.393,0.041
112,male,54.942148760330575,0.3057851239669421,500.0,0.322,6.498,1.2,0.999,extensive,0.227,1.475,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.527,0.041
113,male,55.24793388429752,0.3057851239669421,500.0,0.322,6.525,1.2,1.003,extensive,0.227,1.481,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.661,0.041
114,male,55.55371900826446,0.3057851239669421,500.0,0.322,6.552,1.2,1.007,extensive,0.227,1.487,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.795,0.041
115,male,55.8595041322314,0.3057851239669421,500.0,0.322,6.579,1.2,1.012,extensive,0.227,1.493,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,32.935,0.041
116,male,56.16528925619834,0.3057851239669421,500.0,0.322,6.606,1.2,1.016,extensive,0.227,1.5,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.072,0.042
117,male,56.47107438016528,0.3057851239669421,500.0,0.322,6.633,1.2,1.02,extensive,0.227,1.506,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.206,0.042
118,male,56.77685950413223,0.3057851239669421,500.0,0.322,6.66,1.2,1.024,extensive,0.227,1.512,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.339,0.042
119,male,57.082644628099175,0.3057851239669421,500.0,0.322,6.687,1.2,1.028,extensive,0.227,1.518,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.473,0.042
120,male,57.38842975206612,0.3057851239669421,500.0,0.322,6.714,1.2,1.032,extensive,0.227,1.524,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.607,0.042
121,male,57.69421487603306,0.3057851239669421,500.0,0.322,6.741,1.2,1.036,extensive,0.227,1.53,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.741,0.042
122,male,58.0,0.3057851239669421,500.0,0.322,6.767,1.2,1.041,extensive,0.227,1.536,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.877,0.043
123,male,58.26373626373626,0.2637362637362637,500.0,0.322,6.791,1.2,0.888,extensive,0.227,1.542,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.074,0.042
124,male,58.527472527472526,0.2637362637362637,500.0,0.322,6.814,1.2,0.891,extensive,0.227,1.547,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.185,0.042
125,male,58.79120879120879,0.2637362637362637,500.0,0.322,6.837,1.2,0.894,extensive,0.227,1.552,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.296,0.042
126,male,59.05494505494506,0.2637362637362637,500.0,0.322,6.86,1.2,0.897,extensive,0.227,1.557,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.407,0.042
127,male,59.31868131868132,0.2637362637362637,500.0,0.322,6.883,1.2,0.9,extensive,0.227,1.562,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.519,0.042
128,male,59.582417582417584,0.2637362637362637,500.0,0.322,6.905,1.2,0.903,extensive,0.227,1.567,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.626,0.042
129,male,59.84615384615385,0.2637362637362637,500.0,0.322,6.928,1.2,0.906,extensive,0.227,1.573,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,33.741,0.042
