age,sex,weight_current,weight_gain,weight_mature,cf_maintenance,ne_maintenance,cf_growth,ne_growth,feeding_situation,cf_activity,ne_activity,is_pregnant,cf_pregnant,ne_pregnant,is_lactating,milk_production,milk_fat,milk protein,ne_lactation,Diet,Digestibility_diet,REM,REG,Ym,gross_energy,EF_CH4_Ent_Ferm
449,male,127.61643835616438,0.3287671232876712,500.0,0.322,12.226,1.2,2.035,extensive,0.227,2.775,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.117,0.078
450,male,127.94520547945206,0.3287671232876712,500.0,0.322,12.25,1.2,2.039,extensive,0.227,2.781,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.241,0.078
451,male,128.27397260273972,0.3287671232876712,500.0,0.322,12.273,1.2,2.043,extensive,0.227,2.786,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.358,0.078
452,male,128.60273972602738,0.3287671232876712,500.0,0.322,12.297,1.2,2.047,extensive,0.227,2.791,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.478,0.079
453,male,128.93150684931507,0.3287671232876712,500.0,0.322,12.32,1.2,2.051,extensive,0.227,2.797,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.599,0.079
454,male,129.26027397260273,0.3287671232876712,500.0,0.322,12.344,1.2,2.055,extensive,0.227,2.802,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.719,0.079
455,male,129.58904109589042,0.3287671232876712,500.0,0.322,12.368,1.2,2.059,extensive,0.227,2.808,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.843,0.079
456,male,129.91780821917808,0.3287671232876712,500.0,0.322,12.391,1.2,2.063,extensive,0.227,2.813,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,62.96,0.079
457,male,130.24657534246575,0.3287671232876712,500.0,0.322,12.415,1.2,2.067,extensive,0.227,2.818,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.081,0.079
458,male,130.5753424657534,0.3287671232876712,500.0,0.322,12.438,1.2,2.071,extensive,0.227,2.823,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.198,0.079
459,male,130.9041095890411,0.3287671232876712,500.0,0.322,12.462,1.2,2.075,extensive,0.227,2.829,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.322,0.08
460,male,131.23287671232876,0.3287671232876712,500.0,0.322,12.485,1.2,2.079,extensive,0.227,2.834,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.439,0.08
461,male,131.56164383561645,0.3287671232876712,500.0,0.322,12.508,1.2,2.082,extensive,0.227,2.839,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.55,0.08
462,male,131.8904109589041,0.3287671232876712,500.0,0.322,12.532,1.2,2.086,extensive,0.227,2.845,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.674,0.08
463,male,132.21917808219175,0.3287671232876712,500.0,0.322,12.555,1.2,2.09,extensive,0.227,2.85,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.791,0.08
464,male,132.54794520547944,0.3287671232876712,500.0,0.322,12.579,1.2,2.094,extensive,0.227,2.855,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,63.912,0.08
465,male,132.87671232876713,0.3287671232876712,500.0,0.322,12.602,1.2,2.098,extensive,0.227,2.861,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.032,0.081
466,male,133.2054794520548,0.3287671232876712,500.0,0.322,12.625,1.2,2.102,extensive,0.227,2.866,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.149,0.081
467,male,133.53424657534248,0.3287671232876712,500.0,0.322,12.649,1.2,2.106,extensive,0.227,2.871,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.27,0.081
468,male,133.86301369863014,0.3287671232876712,500.0,0.322,12.672,1.2,2.11,extensive,0.227,2.877,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.39,0.081
469,male,134.1917808219178,0.3287671232876712,500.0,0.322,12.696,1.2,2.114,extensive,0.227,2.882,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.511,0.081
470,male,134.52054794520546,0.3287671232876712,500.0,0.322,12.719,1.2,2.117,extensive,0.227,2.887,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.622,0.081
471,male,134.84931506849315,0.3287671232876712,500.0,0.322,12.742,1.2,2.121,extensive,0.227,2.892,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.739,0.081
472,male,135.17808219178082,0.3287671232876712,500.0,0.322,12.765,1.2,2.125,extensive,0.227,2.898,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.859,0.082
473,male,135.5068493150685,0.3287671232876712,500.0,0.322,12.789,1.2,2.129,extensive,0.227,2.903,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,64.98,0.082
474,male,135.83561643835617,0.3287671232876712,500.0,0.322,12.812,1.2,2.133,extensive,0.227,2.908,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.097,0.082
475,male,136.16438356164383,0.3287671232876712,500.0,0.322,12.835,1.2,2.137,extensive,0.227,2.914,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.218,0.082
476,male,136.4931506849315,0.3287671232876712,500.0,0.322,12.858,1.2,2.141,extensive,0.227,2.919,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.335,0.082
477,male,136.82191780821918,0.3287671232876712,500.0,0.322,12.882,1.2,2.145,extensive,0.227,2.924,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.455,0.082
478,male,137.15068493150685,0.3287671232876712,500.0,0.322,12.905,1.2,2.148,extensive,0.227,2.929,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.566,0.082
479,male,137.47945205479454,0.3287671232876712,500.0,0.322,12.928,1.2,2.152,extensive,0.227,2.935,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.687,0.083
480,male,137.8082191780822,0.3287671232876712,500.0,0.322,12.951,1.2,2.156,extensive,0.227,2.94,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.804,0.083
481,male,138.13698630136986,0.3287671232876712,500.0,0.322,12.974,1.2,2.16,extensive,0.227,2.945,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,65.921,0.083
482,male,138.46575342465752,0.3287671232876712,500.0,0.322,12.998,1.2,2.164,extensive,0.227,2.951,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.045,0.083
483,male,138.7945205479452,0.3287671232876712,500.0,0.322,13.021,1.2,2.168,extensive,0.227,2.956,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.162,0.083
484,male,139.12328767123287,0.3287671232876712,500.0,0.322,13.044,1.2,2.172,extensive,0.227,2.961,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.279,0.083
485,male,139.45205479452056,0.3287671232876712,500.0,0.322,13.067,1.2,2.175,extensive,0.227,2.966,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.39,0.084
486,male,139.78082191780825,0.3287671232876712,500.0,0.322,13.09,1.2,2.179,extensive,0.227,2.971,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.508,0.084
487,male,140.1095890410959,0.3287671232876712,500.0,0.322,13.113,1.2,2.183,extensive,0.227,2.977,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.628,0.084
488,male,140.43835616438355,0.3287671232876712,500.0,0.322,13.136,1.2,2.187,extensive,0.227,2.982,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.745,0.084
489,male,140.76712328767124,0.3287671232876712,500.0,0.322,13.159,1.2,2.191,extensive,0.227,2.987,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.862,0.084
490,male,141.0958904109589,0.3287671232876712,500.0,0.322,13.182,1.2,2.195,extensive,0.227,2.992,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,66.979,0.084
491,male,141.42465753424656,0.3287671232876712,500.0,0.322,13.205,1.2,2.198,extensive,0.227,2.998,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.094,0.084
492,male,141.75342465753425,0.3287671232876712,500.0,0.322,13.228,1.2,2.202,extensive,0.227,3.003,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.211,0.085
493,male,142.08219178082192,0.3287671232876712,500.0,0.322,13.251,1.2,2.206,extensive,0.227,3.008,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.328,0.085
494,male,142.41095890410958,0.3287671232876712,500.0,0.322,13.274,1.2,2.21,extensive,0.227,3.013,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.445,0.085
495,male,142.73972602739727,0.3287671232876712,500.0,0.322,13.297,1.2,2.214,extensive,0.227,3.018,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.563,0.085
496,male,143.06849315068493,0.3287671232876712,500.0,0.322,13.32,1.2,2.218,extensive,0.227,3.024,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.683,0.085
497,male,143.3972602739726,0.3287671232876712,500.0,0.322,13.343,1.2,2.221,extensive,0.227,3.029,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.794,0.085
498,male,143.72602739726028,0.3287671232876712,500.0,0.322,13.366,1.2,2.225,extensive,0.227,3.034,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,67.911,0.085
499,male,144.05479452054794,0.3287671232876712,500.0,0.322,13.389,1.2,2.229,extensive,0.227,3.039,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.028,0.086
500,male,144.3835616438356,0.3287671232876712,500.0,0.322,13.412,1.2,2.233,extensive,0.227,3.045,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.149,0.086
501,male,144.71232876712327,0.3287671232876712,500.0,0.322,13.435,1.2,2.237,extensive,0.227,3.05,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.266,0.086
502,male,145.04109589041096,0.3287671232876712,500.0,0.322,13.458,1.2,2.241,extensive,0.227,3.055,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.383,0.086
503,male,145.36986301369862,0.3287671232876712,500.0,0.322,13.481,1.2,2.244,extensive,0.227,3.06,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.494,0.086
504,male,145.6986301369863,0.3287671232876712,500.0,0.322,13.504,1.2,2.248,extensive,0.227,3.065,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.612,0.086
505,male,146.02739726027397,0.3287671232876712,500.0,0.322,13.526,1.2,2.252,extensive,0.227,3.07,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.725,0.086
506,male,146.35616438356163,0.3287671232876712,500.0,0.322,13.549,1.2,2.256,extensive,0.227,3.076,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.846,0.087
507,male,146.6849315068493,0.3287671232876712,500.0,0.322,13.572,1.2,2.26,extensive,0.227,3.081,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,68.963,0.087
508,male,147.013698630137,0.3287671232876712,500.0,0.322,13.595,1.2,2.263,extensive,0.227,3.086,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.074,0.087
509,male,147.34246575342465,0.3287671232876712,500.0,0.322,13.618,1.2,2.267,extensive,0.227,3.091,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.191,0.087
510,male,147.67123287671234,0.3287671232876712,500.0,0.322,13.64,1.2,2.271,extensive,0.227,3.096,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.305,0.087
511,male,148.0,0.3287671232876712,500.0,0.322,13.663,1.2,2.275,extensive,0.227,3.102,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.426,0.087
512,male,148.32876712328766,0.3287671232876712,500.0,0.322,13.686,1.2,2.279,extensive,0.227,3.107,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.543,0.087
513,male,148.65753424657532,0.3287671232876712,500.0,0.322,13.709,1.2,2.282,extensive,0.227,3.112,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.654,0.088
514,male,148.986301369863,0.3287671232876712,500.0,0.322,13.731,1.2,2.286,extensive,0.227,3.117,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.768,0.088
515,male,149.31506849315068,0.3287671232876712,500.0,0.322,13.754,1.2,2.29,extensive,0.227,3.122,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,69.885,0.088
516,male,149.64383561643837,0.3287671232876712,500.0,0.322,13.777,1.2,2.294,extensive,0.227,3.127,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.002,0.088
517,male,149.97260273972603,0.3287671232876712,500.0,0.322,13.8,1.2,2.297,extensive,0.227,3.133,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.117,0.088
518,male,150.3013698630137,0.3287671232876712,500.0,0.322,13.822,1.2,2.301,extensive,0.227,3.138,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.23,0.088
519,male,150.63013698630135,0.3287671232876712,500.0,0.322,13.845,1.2,2.305,extensive,0.227,3.143,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.348,0.088
520,male,150.95890410958904,0.3287671232876712,500.0,0.322,13.868,1.2,2.309,extensive,0.227,3.148,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.465,0.089
521,male,151.2876712328767,0.3287671232876712,500.0,0.322,13.89,1.2,2.313,extensive,0.227,3.153,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.578,0.089
522,male,151.6164383561644,0.3287671232876712,500.0,0.322,13.913,1.2,2.316,extensive,0.227,3.158,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.69,0.089
523,male,151.94520547945206,0.3287671232876712,500.0,0.322,13.935,1.2,2.32,extensive,0.227,3.163,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.804,0.089
524,male,152.27397260273972,0.3287671232876712,500.0,0.322,13.958,1.2,2.324,extensive,0.227,3.168,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,70.921,0.089
525,male,152.60273972602738,0.3287671232876712,500.0,0.322,13.981,1.2,2.328,extensive,0.227,3.174,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.041,0.089
526,male,152.93150684931507,0.3287671232876712,500.0,0.322,14.003,1.2,2.331,extensive,0.227,3.179,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.149,0.089
527,male,153.26027397260273,0.3287671232876712,500.0,0.322,14.026,1.2,2.335,extensive,0.227,3.184,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.266,0.09
528,male,153.58904109589042,0.3287671232876712,500.0,0.322,14.048,1.2,2.339,extensive,0.227,3.189,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.38,0.09
529,male,153.91780821917808,0.3287671232876712,500.0,0.322,14.071,1.2,2.343,extensive,0.227,3.194,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.497,0.09
530,male,154.24657534246575,0.3287671232876712,500.0,0.322,14.093,1.2,2.346,extensive,0.227,3.199,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.605,0.09
531,male,154.5753424657534,0.3287671232876712,500.0,0.322,14.116,1.2,2.35,extensive,0.227,3.204,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.722,0.09
532,male,154.9041095890411,0.3287671232876712,500.0,0.322,14.138,1.2,2.354,extensive,0.227,3.209,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.836,0.09
533,male,155.23287671232876,0.3287671232876712,500.0,0.322,14.161,1.2,2.358,extensive,0.227,3.215,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,71.956,0.091
534,male,155.56164383561645,0.3287671232876712,500.0,0.322,14.183,1.2,2.361,extensive,0.227,3.22,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.064,0.091
535,male,155.8904109589041,0.3287671232876712,500.0,0.322,14.206,1.2,2.365,extensive,0.227,3.225,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.181,0.091
536,male,156.21917808219175,0.3287671232876712,500.0,0.322,14.228,1.2,2.369,extensive,0.227,3.23,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.295,0.091
537,male,156.54794520547944,0.3287671232876712,500.0,0.322,14.251,1.2,2.373,extensive,0.227,3.235,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.412,0.091
538,male,156.87671232876713,0.3287671232876712,500.0,0.322,14.273,1.2,2.376,extensive,0.227,3.24,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.52,0.091
539,male,157.2054794520548,0.3287671232876712,500.0,0.322,14.296,1.2,2.38,extensive,0.227,3.245,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.637,0.091
540,male,157.53424657534248,0.3287671232876712,500.0,0.322,14.318,1.2,2.384,extensive,0.227,3.25,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.751,0.092
541,male,157.86301369863014,0.3287671232876712,500.0,0.322,14.341,1.2,2.387,extensive,0.227,3.255,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.862,0.092
542,male,158.1917808219178,0.3287671232876712,500.0,0.322,14.363,1.2,2.391,extensive,0.227,3.26,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,72.976,0.092
543,male,158.52054794520546,0.3287671232876712,500.0,0.322,14.385,1.2,2.395,extensive,0.227,3.265,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.09,0.092
544,male,158.84931506849315,0.3287671232876712,500.0,0.322,14.408,1.2,2.399,extensive,0.227,3.271,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.21,0.092
545,male,159.17808219178082,0.3287671232876712,500.0,0.322,14.43,1.2,2.402,extensive,0.227,3.276,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.318,0.092
546,male,159.5068493150685,0.3287671232876712,500.0,0.322,14.452,1.2,2.406,extensive,0.227,3.281,no,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.432,0.092
547,male,159.83561643835617,0.3287671232876712,500.0,0.322,14.475,1.2,2.41,extensive,0.227,3.286,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.549,0.093
548,male,160.16438356164383,0.3287671232876712,500.0,0.322,14.497,1.2,2.414,extensive,0.227,3.291,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.663,0.093
549,male,160.4931506849315,0.3287671232876712,500.0,0.322,14.519,1.2,2.417,extensive,0.227,3.296,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.771,0.093
550,male,160.82191780821918,0.3287671232876712,500.0,0.322,14.542,1.2,2.421,extensive,0.227,3.301,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,73.888,0.093
551,male,161.15068493150685,0.3287671232876712,500.0,0.322,14.564,1.2,2.425,extensive,0.227,3.306,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.002,0.093
552,male,161.4794520547945,0.3287671232876712,500.0,0.322,14.586,1.2,2.428,extensive,0.227,3.311,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.11,0.093
553,male,161.8082191780822,0.3287671232876712,500.0,0.322,14.609,1.2,2.432,extensive,0.227,3.316,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.227,0.093
554,male,162.13698630136986,0.3287671232876712,500.0,0.322,14.631,1.2,2.436,extensive,0.227,3.321,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.341,0.094
555,male,162.46575342465752,0.3287671232876712,500.0,0.322,14.653,1.2,2.44,extensive,0.227,3.326,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.454,0.094
556,male,162.7945205479452,0.3287671232876712,500.0,0.322,14.675,1.2,2.443,extensive,0.227,3.331,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.562,0.094
557,male,163.12328767123287,0.3287671232876712,500.0,0.322,14.697,1.2,2.447,extensive,0.227,3.336,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.676,0.094
558,male,163.45205479452054,0.3287671232876712,500.0,0.322,14.72,1.2,2.451,extensive,0.227,3.341,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.793,0.094
559,male,163.78082191780825,0.3287671232876712,500.0,0.322,14.742,1.2,2.454,extensive,0.227,3.346,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,74.901,0.094
560,male,164.1095890410959,0.3287671232876712,500.0,0.322,14.764,1.2,2.458,extensive,0.227,3.351,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.015,0.094
561,male,164.43835616438355,0.3287671232876712,500.0,0.322,14.786,1.2,2.462,extensive,0.227,3.356,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.129,0.095
562,male,164.7671232876712,0.3287671232876712,500.0,0.322,14.808,1.2,2.465,extensive,0.227,3.361,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.237,0.095
563,male,165.0958904109589,0.3287671232876712,500.0,0.322,14.831,1.2,2.469,extensive,0.227,3.367,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.357,0.095
564,male,165.4246575342466,0.3287671232876712,500.0,0.322,14.853,1.2,2.473,extensive,0.227,3.372,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.471,0.095
565,male,165.75342465753425,0.3287671232876712,500.0,0.322,14.875,1.2,2.476,extensive,0.227,3.377,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.579,0.095
566,male,166.08219178082192,0.3287671232876712,500.0,0.322,14.897,1.2,2.48,extensive,0.227,3.382,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.693,0.095
567,male,166.41095890410958,0.3287671232876712,500.0,0.322,14.919,1.2,2.484,extensive,0.227,3.387,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.806,0.095
568,male,166.73972602739724,0.3287671232876712,500.0,0.322,14.941,1.2,2.487,extensive,0.227,3.392,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,75.914,0.095
569,male,167.06849315068493,0.3287671232876712,500.0,0.322,14.963,1.2,2.491,extensive,0.227,3.397,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.028,0.096
570,male,167.39726027397262,0.3287671232876712,500.0,0.322,14.985,1.2,2.495,extensive,0.227,3.402,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.142,0.096
571,male,167.72602739726028,0.3287671232876712,500.0,0.322,15.007,1.2,2.499,extensive,0.227,3.407,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.256,0.096
572,male,168.05479452054794,0.3287671232876712,500.0,0.322,15.029,1.2,2.502,extensive,0.227,3.412,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.364,0.096
573,male,168.3835616438356,0.3287671232876712,500.0,0.322,15.052,1.2,2.506,extensive,0.227,3.417,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.481,0.096
574,male,168.71232876712327,0.3287671232876712,500.0,0.322,15.074,1.2,2.51,extensive,0.227,3.422,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.595,0.096
575,male,169.04109589041096,0.3287671232876712,500.0,0.322,15.096,1.2,2.513,extensive,0.227,3.427,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.702,0.096
576,male,169.36986301369862,0.3287671232876712,500.0,0.322,15.118,1.2,2.517,extensive,0.227,3.432,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.816,0.097
577,male,169.6986301369863,0.3287671232876712,500.0,0.322,15.14,1.2,2.521,extensive,0.227,3.437,yes,0.0,0.0,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,76.93,0.097
