age,sex,castrate,weight_current,weight_gain,weight_mature,cf_maintenance,ne_maintenance,cf_growth,ne_growth,feeding_situation,cf_activity,ne_activity,is_pregnant,cf_pregnant,ne_pregnant,is_lactating,milk_production,milk_fat,milk protein,ne_lactation,Diet,Digestibility_diet,REM,REG,Ym,gross_energy,EF_CH4_Ent_Ferm
1721,female,no,268.88,0.0594,275.0,0.386,25.63,0.8,1.156,extensive,0.227,5.818,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.607,0.179
1722,female,no,268.94,0.0594,275.0,0.386,25.635,0.8,1.156,extensive,0.227,5.819,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.627,0.179
1723,female,no,269.0,0.0594,275.0,0.386,25.639,0.8,1.157,extensive,0.227,5.82,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.649,0.179
1724,female,no,269.06,0.0594,275.0,0.386,25.643,0.8,1.157,extensive,0.227,5.821,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.666,0.179
1725,female,no,269.12,0.0594,275.0,0.386,25.648,0.8,1.157,extensive,0.227,5.822,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.686,0.179
1726,female,no,269.18,0.0594,275.0,0.386,25.652,0.8,1.157,extensive,0.227,5.823,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.703,0.18
1727,female,no,269.24,0.0594,275.0,0.386,25.656,0.8,1.157,extensive,0.227,5.824,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.719,0.18
1728,female,no,269.3,0.0594,275.0,0.386,25.66,0.8,1.158,extensive,0.227,5.825,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.742,0.18
1729,female,no,269.36,0.0594,275.0,0.386,25.665,0.8,1.158,extensive,0.227,5.826,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.762,0.18
1730,female,no,269.41,0.0594,275.0,0.386,25.668,0.8,1.158,extensive,0.227,5.827,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.775,0.18
1731,female,no,269.47,0.0594,275.0,0.386,25.673,0.8,1.158,extensive,0.227,5.828,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.795,0.18
1732,female,no,269.53,0.0594,275.0,0.386,25.677,0.8,1.158,extensive,0.227,5.829,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.812,0.18
1733,female,no,269.59,0.0594,275.0,0.386,25.681,0.8,1.158,extensive,0.227,5.83,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.829,0.18
1734,female,no,269.65,0.0594,275.0,0.386,25.685,0.8,1.159,extensive,0.227,5.83,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.848,0.18
1735,female,no,269.71,0.0594,275.0,0.386,25.69,0.8,1.159,extensive,0.227,5.832,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.871,0.18
1736,female,no,269.77,0.0594,275.0,0.386,25.694,0.8,1.159,extensive,0.227,5.833,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.888,0.18
1737,female,no,269.83,0.0594,275.0,0.386,25.698,0.8,1.159,extensive,0.227,5.833,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.902,0.18
1738,female,no,269.89,0.0594,275.0,0.386,25.703,0.8,1.159,extensive,0.227,5.835,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.925,0.18
1739,female,no,269.95,0.0594,275.0,0.386,25.707,0.8,1.16,extensive,0.227,5.835,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.944,0.18
1740,female,no,270.01,0.0594,275.0,0.386,25.711,0.8,1.16,extensive,0.227,5.836,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.961,0.18
1741,female,no,270.07,0.0594,275.0,0.386,25.715,0.8,1.16,extensive,0.227,5.837,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.978,0.18
1742,female,no,270.13,0.0594,275.0,0.386,25.72,0.8,1.16,extensive,0.227,5.838,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,142.998,0.18
1743,female,no,270.19,0.0594,275.0,0.386,25.724,0.8,1.16,extensive,0.227,5.839,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.014,0.18
1744,female,no,270.25,0.0594,275.0,0.386,25.728,0.8,1.161,extensive,0.227,5.84,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.037,0.18
1745,female,no,270.31,0.0594,275.0,0.386,25.733,0.8,1.161,extensive,0.227,5.841,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.057,0.18
1746,female,no,270.37,0.0594,275.0,0.386,25.737,0.8,1.161,extensive,0.227,5.842,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.074,0.18
1747,female,no,270.43,0.0594,275.0,0.386,25.741,0.8,1.161,extensive,0.227,5.843,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.09,0.18
1748,female,no,270.48,0.0594,275.0,0.386,25.745,0.8,1.161,extensive,0.227,5.844,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.107,0.18
1749,female,no,270.54,0.0594,275.0,0.386,25.749,0.8,1.161,extensive,0.227,5.845,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.124,0.18
1750,female,no,270.6,0.0594,275.0,0.386,25.753,0.8,1.162,extensive,0.227,5.846,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.146,0.18
1751,female,no,270.66,0.0594,275.0,0.386,25.758,0.8,1.162,extensive,0.227,5.847,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.166,0.18
1752,female,no,270.72,0.0594,275.0,0.386,25.762,0.8,1.162,extensive,0.227,5.848,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.183,0.18
1753,female,no,270.78,0.0594,275.0,0.386,25.766,0.8,1.162,extensive,0.227,5.849,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.2,0.18
1754,female,no,270.84,0.0594,275.0,0.386,25.77,0.8,1.162,extensive,0.227,5.85,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.216,0.18
1755,female,no,270.9,0.0594,275.0,0.386,25.775,0.8,1.163,extensive,0.227,5.851,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.242,0.18
1756,female,no,270.96,0.0594,275.0,0.386,25.779,0.8,1.163,extensive,0.227,5.852,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.259,0.18
1757,female,no,271.02,0.0594,275.0,0.386,25.783,0.8,1.163,extensive,0.227,5.853,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.276,0.18
1758,female,no,271.08,0.0594,275.0,0.386,25.788,0.8,1.163,extensive,0.227,5.854,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.296,0.18
1759,female,no,271.14,0.0594,275.0,0.386,25.792,0.8,1.163,extensive,0.227,5.855,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.313,0.18
1760,female,no,271.2,0.0594,275.0,0.386,25.796,0.8,1.164,extensive,0.227,5.856,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.335,0.18
1761,female,no,271.26,0.0594,275.0,0.386,25.8,0.8,1.164,extensive,0.227,5.857,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.352,0.18
1762,female,no,271.32,0.0594,275.0,0.386,25.805,0.8,1.164,extensive,0.227,5.858,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.372,0.18
1763,female,no,271.38,0.0594,275.0,0.386,25.809,0.8,1.164,extensive,0.227,5.859,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.389,0.18
1764,female,no,271.44,0.0594,275.0,0.386,25.813,0.8,1.164,extensive,0.227,5.86,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.405,0.18
1765,female,no,271.49,0.0594,275.0,0.386,25.817,0.8,1.165,extensive,0.227,5.86,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.425,0.18
1766,female,no,271.55,0.0594,275.0,0.386,25.821,0.8,1.165,extensive,0.227,5.861,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.441,0.18
1767,female,no,271.61,0.0594,275.0,0.386,25.825,0.8,1.165,extensive,0.227,5.862,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.458,0.18
1768,female,no,271.67,0.0594,275.0,0.386,25.83,0.8,1.165,extensive,0.227,5.863,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.478,0.18
1769,female,no,271.73,0.0594,275.0,0.386,25.834,0.8,1.165,extensive,0.227,5.864,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.495,0.18
1770,female,no,271.79,0.0594,275.0,0.386,25.838,0.8,1.166,extensive,0.227,5.865,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.517,0.181
1771,female,no,271.85,0.0594,275.0,0.386,25.842,0.8,1.166,extensive,0.227,5.866,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.534,0.181
1772,female,no,271.91,0.0594,275.0,0.386,25.847,0.8,1.166,extensive,0.227,5.867,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.554,0.181
1773,female,no,271.97,0.0594,275.0,0.386,25.851,0.8,1.166,extensive,0.227,5.868,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.571,0.181
1774,female,no,272.03,0.0594,275.0,0.386,25.855,0.8,1.166,extensive,0.227,5.869,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.587,0.181
1775,female,no,272.09,0.0594,275.0,0.386,25.86,0.8,1.166,extensive,0.227,5.87,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.607,0.181
1776,female,no,272.15,0.0594,275.0,0.386,25.864,0.8,1.167,extensive,0.227,5.871,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.63,0.181
1777,female,no,272.21,0.0594,275.0,0.386,25.868,0.8,1.167,extensive,0.227,5.872,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.647,0.181
1778,female,no,272.27,0.0594,275.0,0.386,25.872,0.8,1.167,extensive,0.227,5.873,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.663,0.181
1779,female,no,272.33,0.0594,275.0,0.386,25.877,0.8,1.167,extensive,0.227,5.874,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.683,0.181
1780,female,no,272.39,0.0594,275.0,0.386,25.881,0.8,1.167,extensive,0.227,5.875,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.7,0.181
1781,female,no,272.45,0.0594,275.0,0.386,25.885,0.8,1.168,extensive,0.227,5.876,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.723,0.181
1782,female,no,272.5,0.0594,275.0,0.386,25.889,0.8,1.168,extensive,0.227,5.877,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.739,0.181
1783,female,no,272.56,0.0594,275.0,0.386,25.893,0.8,1.168,extensive,0.227,5.878,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.756,0.181
1784,female,no,272.62,0.0594,275.0,0.386,25.897,0.8,1.168,extensive,0.227,5.879,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.773,0.181
1785,female,no,272.68,0.0594,275.0,0.386,25.902,0.8,1.168,extensive,0.227,5.88,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.793,0.181
1786,female,no,272.74,0.0594,275.0,0.386,25.906,0.8,1.169,extensive,0.227,5.881,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.816,0.181
1787,female,no,272.8,0.0594,275.0,0.386,25.91,0.8,1.169,extensive,0.227,5.882,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.832,0.181
1788,female,no,272.86,0.0594,275.0,0.386,25.914,0.8,1.169,extensive,0.227,5.882,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.846,0.181
1789,female,no,272.92,0.0594,275.0,0.386,25.919,0.8,1.169,extensive,0.227,5.884,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.869,0.181
1790,female,no,272.98,0.0594,275.0,0.386,25.923,0.8,1.169,extensive,0.227,5.885,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.886,0.181
1791,female,no,273.04,0.0594,275.0,0.386,25.927,0.8,1.17,extensive,0.227,5.885,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.905,0.181
1792,female,no,273.1,0.0594,275.0,0.386,25.932,0.8,1.17,extensive,0.227,5.887,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.928,0.181
1793,female,no,273.16,0.0594,275.0,0.386,25.936,0.8,1.17,extensive,0.227,5.887,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.942,0.181
1794,female,no,273.22,0.0594,275.0,0.386,25.94,0.8,1.17,extensive,0.227,5.888,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.958,0.181
1795,female,no,273.28,0.0594,275.0,0.386,25.944,0.8,1.17,extensive,0.227,5.889,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,143.975,0.181
1796,female,no,273.34,0.0594,275.0,0.386,25.949,0.8,1.171,extensive,0.227,5.89,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.001,0.181
1797,female,no,273.4,0.0594,275.0,0.386,25.953,0.8,1.171,extensive,0.227,5.891,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.018,0.181
1798,female,no,273.46,0.0594,275.0,0.386,25.957,0.8,1.171,extensive,0.227,5.892,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.034,0.181
1799,female,no,273.51,0.0594,275.0,0.386,25.961,0.8,1.171,extensive,0.227,5.893,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.051,0.181
1800,female,no,273.57,0.0594,275.0,0.386,25.965,0.8,1.171,extensive,0.227,5.894,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.068,0.181
1801,female,no,273.63,0.0594,275.0,0.386,25.969,0.8,1.171,extensive,0.227,5.895,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.084,0.181
1802,female,no,273.69,0.0594,275.0,0.386,25.974,0.8,1.172,extensive,0.227,5.896,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.11,0.181
1803,female,no,273.75,0.0594,275.0,0.386,25.978,0.8,1.172,extensive,0.227,5.897,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.127,0.181
1804,female,no,273.81,0.0594,275.0,0.386,25.982,0.8,1.172,extensive,0.227,5.898,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.144,0.181
1805,female,no,273.87,0.0594,275.0,0.386,25.986,0.8,1.172,extensive,0.227,5.899,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.161,0.181
1806,female,no,273.93,0.0594,275.0,0.386,25.991,0.8,1.172,extensive,0.227,5.9,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.181,0.181
1807,female,no,273.99,0.0594,275.0,0.386,25.995,0.8,1.173,extensive,0.227,5.901,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.203,0.181
1808,female,no,274.05,0.0594,275.0,0.386,25.999,0.8,1.173,extensive,0.227,5.902,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.22,0.181
1809,female,no,274.11,0.0594,275.0,0.386,26.003,0.8,1.173,extensive,0.227,5.903,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.237,0.181
1810,female,no,274.17,0.0594,275.0,0.386,26.008,0.8,1.173,extensive,0.227,5.904,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.257,0.181
1811,female,no,274.23,0.0594,275.0,0.386,26.012,0.8,1.173,extensive,0.227,5.905,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.273,0.181
1812,female,no,274.29,0.0594,275.0,0.386,26.016,0.8,1.174,extensive,0.227,5.906,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.296,0.182
1813,female,no,274.35,0.0594,275.0,0.386,26.021,0.8,1.174,extensive,0.227,5.907,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.316,0.182
1814,female,no,274.41,0.0594,275.0,0.386,26.025,0.8,1.174,extensive,0.227,5.908,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.333,0.182
1815,female,no,274.47,0.0594,275.0,0.386,26.029,0.8,1.174,extensive,0.227,5.909,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.349,0.182
1816,female,no,274.52,0.0594,275.0,0.386,26.033,0.8,1.174,extensive,0.227,5.909,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.363,0.182
1817,female,no,274.58,0.0594,275.0,0.386,26.037,0.8,1.174,extensive,0.227,5.91,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.379,0.182
1818,female,no,274.64,0.0594,275.0,0.386,26.041,0.8,1.175,extensive,0.227,5.911,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.402,0.182
1819,female,no,274.7,0.0594,275.0,0.386,26.045,0.8,1.175,extensive,0.227,5.912,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.419,0.182
1820,female,no,274.76,0.0594,275.0,0.386,26.05,0.8,1.175,extensive,0.227,5.913,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.439,0.182
1821,female,no,274.82,0.0594,275.0,0.386,26.054,0.8,1.175,extensive,0.227,5.914,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.455,0.182
1822,female,no,274.88,0.0594,275.0,0.386,26.058,0.8,1.175,extensive,0.227,5.915,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.472,0.182
1823,female,no,274.94,0.0594,275.0,0.386,26.062,0.8,1.176,extensive,0.227,5.916,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.495,0.182
1824,female,no,275.0,0.0594,275.0,0.386,26.067,0.8,1.176,extensive,0.227,5.917,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,144.515,0.182
1825,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,137.568,0.173
1826,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,137.568,0.173
1827,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,no,0.0,0.0,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,137.568,0.173
1828,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1829,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1830,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1831,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1832,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1833,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1834,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1835,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1836,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1837,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1838,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1839,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1840,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1841,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1842,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1843,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1844,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1845,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1846,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1847,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1848,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1849,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1850,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1851,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1852,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1853,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
1854,female,no,275.0,0.0,275.0,0.386,26.067,0.8,0.0,extensive,0.227,5.917,yes,0.1,2.607,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,146.274,0.184
