age,sex,castrate,weight_current,weight_gain,weight_mature,cf_maintenance,ne_maintenance,cf_growth,ne_growth,feeding_situation,cf_activity,ne_activity,is_pregnant,cf_pregnant,ne_pregnant,is_lactating,milk_production,milk_fat,milk protein,ne_lactation,diet,digestibility_diet,REM,REG,Ym,gross_energy,EF_CH4_ent_ferm
1077,male,no,763.44,0.1828,900.0,0.37,53.738,1.2,2.632,semi-intensive,0.085,4.568,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,164.881,0.187
1078,male,no,763.62,0.1828,900.0,0.37,53.748,1.2,2.632,semi-intensive,0.085,4.569,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,164.91,0.187
1079,male,no,763.8,0.1828,900.0,0.37,53.757,1.2,2.633,semi-intensive,0.085,4.569,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,164.938,0.187
1080,male,no,763.99,0.1828,900.0,0.37,53.767,1.2,2.633,semi-intensive,0.085,4.57,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,164.967,0.187
1081,male,no,764.17,0.1828,900.0,0.37,53.777,1.2,2.633,semi-intensive,0.085,4.571,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,164.996,0.187
1082,male,no,764.35,0.1828,900.0,0.37,53.786,1.2,2.634,semi-intensive,0.085,4.572,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.026,0.187
1083,male,no,764.53,0.1828,900.0,0.37,53.796,1.2,2.634,semi-intensive,0.085,4.573,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.055,0.187
1084,male,no,764.72,0.1828,900.0,0.37,53.806,1.2,2.635,semi-intensive,0.085,4.574,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.089,0.187
1085,male,no,764.9,0.1828,900.0,0.37,53.815,1.2,2.635,semi-intensive,0.085,4.574,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.112,0.187
1086,male,no,765.08,0.1828,900.0,0.37,53.825,1.2,2.636,semi-intensive,0.085,4.575,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.146,0.187
1087,male,no,765.27,0.1828,900.0,0.37,53.835,1.2,2.636,semi-intensive,0.085,4.576,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.175,0.187
1088,male,no,765.45,0.1828,900.0,0.37,53.844,1.2,2.637,semi-intensive,0.085,4.577,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.205,0.187
1089,male,no,765.63,0.1828,900.0,0.37,53.854,1.2,2.637,semi-intensive,0.085,4.578,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.234,0.187
1090,male,no,765.81,0.1828,900.0,0.37,53.863,1.2,2.638,semi-intensive,0.085,4.578,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.262,0.187
1091,male,no,766.0,0.1828,900.0,0.37,53.873,1.2,2.638,semi-intensive,0.085,4.579,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.291,0.187
1092,male,no,766.18,0.1828,900.0,0.37,53.883,1.2,2.639,semi-intensive,0.085,4.58,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.324,0.187
1093,male,no,766.36,0.1828,900.0,0.37,53.892,1.2,2.639,semi-intensive,0.085,4.581,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.351,0.187
1094,male,no,766.54,0.1828,900.0,0.37,53.902,1.2,2.64,semi-intensive,0.085,4.582,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.384,0.187
1095,male,no,766.73,0.1828,900.0,0.37,53.912,1.2,2.64,semi-intensive,0.085,4.583,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.413,0.187
1096,male,no,766.91,0.1828,900.0,0.37,53.921,1.2,2.641,semi-intensive,0.085,4.583,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.441,0.187
1097,male,no,767.09,0.1828,900.0,0.37,53.931,1.2,2.641,semi-intensive,0.085,4.584,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.47,0.187
1098,male,no,767.28,0.1828,900.0,0.37,53.941,1.2,2.642,semi-intensive,0.085,4.585,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.503,0.187
1099,male,no,767.46,0.1828,900.0,0.37,53.95,1.2,2.642,semi-intensive,0.085,4.586,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.53,0.187
1100,male,no,767.64,0.1828,900.0,0.37,53.96,1.2,2.642,semi-intensive,0.085,4.587,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.559,0.187
1101,male,no,767.82,0.1828,900.0,0.37,53.969,1.2,2.643,semi-intensive,0.085,4.587,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.587,0.187
1102,male,no,768.01,0.1828,900.0,0.37,53.979,1.2,2.643,semi-intensive,0.085,4.588,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.616,0.187
1103,male,no,768.19,0.1828,900.0,0.37,53.989,1.2,2.644,semi-intensive,0.085,4.589,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.649,0.188
1104,male,no,768.37,0.1828,900.0,0.37,53.998,1.2,2.644,semi-intensive,0.085,4.59,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.675,0.188
1105,male,no,768.56,0.1828,900.0,0.37,54.008,1.2,2.645,semi-intensive,0.085,4.591,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.708,0.188
1106,male,no,768.74,0.1828,900.0,0.37,54.018,1.2,2.645,semi-intensive,0.085,4.592,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.737,0.188
1107,male,no,768.92,0.1828,900.0,0.37,54.027,1.2,2.646,semi-intensive,0.085,4.592,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.765,0.188
1108,male,no,769.1,0.1828,900.0,0.37,54.037,1.2,2.646,semi-intensive,0.085,4.593,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.794,0.188
1109,male,no,769.29,0.1828,900.0,0.37,54.047,1.2,2.647,semi-intensive,0.085,4.594,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.828,0.188
1110,male,no,769.47,0.1828,900.0,0.37,54.056,1.2,2.647,semi-intensive,0.085,4.595,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.854,0.188
1111,male,no,769.65,0.1828,900.0,0.37,54.066,1.2,2.648,semi-intensive,0.085,4.596,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.887,0.188
1112,male,no,769.84,0.1828,900.0,0.37,54.076,1.2,2.648,semi-intensive,0.085,4.596,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.914,0.188
1113,male,no,770.02,0.1828,900.0,0.37,54.085,1.2,2.649,semi-intensive,0.085,4.597,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.944,0.188
1114,male,no,770.2,0.1828,900.0,0.37,54.095,1.2,2.649,semi-intensive,0.085,4.598,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,165.973,0.188
1115,male,no,770.38,0.1828,900.0,0.37,54.104,1.2,2.65,semi-intensive,0.085,4.599,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.004,0.188
1116,male,no,770.57,0.1828,900.0,0.37,54.114,1.2,2.65,semi-intensive,0.085,4.6,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.033,0.188
1117,male,no,770.75,0.1828,900.0,0.37,54.124,1.2,2.65,semi-intensive,0.085,4.601,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.062,0.188
1118,male,no,770.93,0.1828,900.0,0.37,54.133,1.2,2.651,semi-intensive,0.085,4.601,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.09,0.188
1119,male,no,771.12,0.1828,900.0,0.37,54.143,1.2,2.651,semi-intensive,0.085,4.602,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.119,0.188
1120,male,no,771.3,0.1828,900.0,0.37,54.153,1.2,2.652,semi-intensive,0.085,4.603,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.152,0.188
1121,male,no,771.48,0.1828,900.0,0.37,54.162,1.2,2.652,semi-intensive,0.085,4.604,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.178,0.188
1122,male,no,771.66,0.1828,900.0,0.37,54.172,1.2,2.653,semi-intensive,0.085,4.605,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.212,0.188
1123,male,no,771.85,0.1828,900.0,0.37,54.182,1.2,2.653,semi-intensive,0.085,4.605,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.238,0.188
1124,male,no,772.03,0.1828,900.0,0.37,54.191,1.2,2.654,semi-intensive,0.085,4.606,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.269,0.188
1125,male,no,772.21,0.1828,900.0,0.37,54.2,1.2,2.654,semi-intensive,0.085,4.607,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.295,0.188
1126,male,no,772.39,0.1828,900.0,0.37,54.21,1.2,2.655,semi-intensive,0.085,4.608,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.328,0.188
1127,male,no,772.58,0.1828,900.0,0.37,54.22,1.2,2.655,semi-intensive,0.085,4.609,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.357,0.188
1128,male,no,772.76,0.1828,900.0,0.37,54.229,1.2,2.656,semi-intensive,0.085,4.609,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.385,0.188
1129,male,no,772.94,0.1828,900.0,0.37,54.239,1.2,2.656,semi-intensive,0.085,4.61,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.414,0.188
1130,male,no,773.13,0.1828,900.0,0.37,54.249,1.2,2.657,semi-intensive,0.085,4.611,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.447,0.188
1131,male,no,773.31,0.1828,900.0,0.37,54.258,1.2,2.657,semi-intensive,0.085,4.612,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.474,0.188
1132,male,no,773.49,0.1828,900.0,0.37,54.268,1.2,2.658,semi-intensive,0.085,4.613,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.507,0.188
1133,male,no,773.67,0.1828,900.0,0.37,54.277,1.2,2.658,semi-intensive,0.085,4.614,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.533,0.189
1134,male,no,773.86,0.1828,900.0,0.37,54.287,1.2,2.658,semi-intensive,0.085,4.614,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.56,0.189
1135,male,no,774.04,0.1828,900.0,0.37,54.297,1.2,2.659,semi-intensive,0.085,4.615,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.593,0.189
1136,male,no,774.22,0.1828,900.0,0.37,54.306,1.2,2.659,semi-intensive,0.085,4.616,yes,0.0,0.0,yes,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.619,0.189
1137,male,no,774.41,0.1828,900.0,0.37,54.316,1.2,2.66,semi-intensive,0.085,4.617,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.653,0.189
1138,male,no,774.59,0.1828,900.0,0.37,54.326,1.2,2.66,semi-intensive,0.085,4.618,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.682,0.189
1139,male,no,774.77,0.1828,900.0,0.37,54.335,1.2,2.661,semi-intensive,0.085,4.618,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.71,0.189
1140,male,no,774.95,0.1828,900.0,0.37,54.345,1.2,2.661,semi-intensive,0.085,4.619,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.739,0.189
1141,male,no,775.14,0.1828,900.0,0.37,54.355,1.2,2.662,semi-intensive,0.085,4.62,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.772,0.189
1142,male,no,775.32,0.1828,900.0,0.37,54.364,1.2,2.662,semi-intensive,0.085,4.621,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.798,0.189
1143,male,no,775.5,0.1828,900.0,0.37,54.374,1.2,2.663,semi-intensive,0.085,4.622,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.831,0.189
1144,male,no,775.69,0.1828,900.0,0.37,54.384,1.2,2.663,semi-intensive,0.085,4.623,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.86,0.189
1145,male,no,775.87,0.1828,900.0,0.37,54.393,1.2,2.664,semi-intensive,0.085,4.623,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.888,0.189
1146,male,no,776.05,0.1828,900.0,0.37,54.403,1.2,2.664,semi-intensive,0.085,4.624,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.917,0.189
1147,male,no,776.23,0.1828,900.0,0.37,54.412,1.2,2.665,semi-intensive,0.085,4.625,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.948,0.189
1148,male,no,776.42,0.1828,900.0,0.37,54.422,1.2,2.665,semi-intensive,0.085,4.626,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,166.977,0.189
1149,male,no,776.6,0.1828,900.0,0.37,54.431,1.2,2.666,semi-intensive,0.085,4.627,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.008,0.189
1150,male,no,776.78,0.1828,900.0,0.37,54.441,1.2,2.666,semi-intensive,0.085,4.627,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.034,0.189
1151,male,no,776.97,0.1828,900.0,0.37,54.451,1.2,2.666,semi-intensive,0.085,4.628,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.063,0.189
1152,male,no,777.15,0.1828,900.0,0.37,54.46,1.2,2.667,semi-intensive,0.085,4.629,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.094,0.189
1153,male,no,777.33,0.1828,900.0,0.37,54.47,1.2,2.667,semi-intensive,0.085,4.63,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.123,0.189
1154,male,no,777.51,0.1828,900.0,0.37,54.479,1.2,2.668,semi-intensive,0.085,4.631,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.153,0.189
1155,male,no,777.7,0.1828,900.0,0.37,54.489,1.2,2.668,semi-intensive,0.085,4.632,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.182,0.189
1156,male,no,777.88,0.1828,900.0,0.37,54.499,1.2,2.669,semi-intensive,0.085,4.632,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.213,0.189
1157,male,no,778.06,0.1828,900.0,0.37,54.508,1.2,2.669,semi-intensive,0.085,4.633,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.239,0.189
1158,male,no,778.24,0.1828,900.0,0.37,54.518,1.2,2.67,semi-intensive,0.085,4.634,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.272,0.189
1159,male,no,778.43,0.1828,900.0,0.37,54.528,1.2,2.67,semi-intensive,0.085,4.635,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.301,0.189
1160,male,no,778.61,0.1828,900.0,0.37,54.537,1.2,2.671,semi-intensive,0.085,4.636,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.332,0.189
1161,male,no,778.79,0.1828,900.0,0.37,54.547,1.2,2.671,semi-intensive,0.085,4.636,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.358,0.189
1162,male,no,778.98,0.1828,900.0,0.37,54.556,1.2,2.672,semi-intensive,0.085,4.637,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.389,0.189
1163,male,no,779.16,0.1828,900.0,0.37,54.566,1.2,2.672,semi-intensive,0.085,4.638,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.418,0.19
1164,male,no,779.34,0.1828,900.0,0.37,54.575,1.2,2.673,semi-intensive,0.085,4.639,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.448,0.19
1165,male,no,779.52,0.1828,900.0,0.37,54.585,1.2,2.673,semi-intensive,0.085,4.64,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.478,0.19
1166,male,no,779.71,0.1828,900.0,0.37,54.595,1.2,2.674,semi-intensive,0.085,4.641,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.511,0.19
1167,male,no,779.89,0.1828,900.0,0.37,54.604,1.2,2.674,semi-intensive,0.085,4.641,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.534,0.19
1168,male,no,780.07,0.1828,900.0,0.37,54.614,1.2,2.674,semi-intensive,0.085,4.642,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.564,0.19
1169,male,no,780.26,0.1828,900.0,0.37,54.624,1.2,2.675,semi-intensive,0.085,4.643,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.597,0.19
1170,male,no,780.44,0.1828,900.0,0.37,54.633,1.2,2.675,semi-intensive,0.085,4.644,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.623,0.19
1171,male,no,780.62,0.1828,900.0,0.37,54.643,1.2,2.676,semi-intensive,0.085,4.645,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.656,0.19
1172,male,no,780.8,0.1828,900.0,0.37,54.652,1.2,2.676,semi-intensive,0.085,4.645,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.68,0.19
1173,male,no,780.99,0.1828,900.0,0.37,54.662,1.2,2.677,semi-intensive,0.085,4.646,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.713,0.19
1174,male,no,781.17,0.1828,900.0,0.37,54.671,1.2,2.677,semi-intensive,0.085,4.647,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.74,0.19
1175,male,no,781.35,0.1828,900.0,0.37,54.681,1.2,2.678,semi-intensive,0.085,4.648,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.773,0.19
1176,male,no,781.54,0.1828,900.0,0.37,54.691,1.2,2.678,semi-intensive,0.085,4.649,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.802,0.19
1177,male,no,781.72,0.1828,900.0,0.37,54.7,1.2,2.679,semi-intensive,0.085,4.65,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.832,0.19
1178,male,no,781.9,0.1828,900.0,0.37,54.71,1.2,2.679,semi-intensive,0.085,4.65,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.859,0.19
1179,male,no,782.08,0.1828,900.0,0.37,54.719,1.2,2.68,semi-intensive,0.085,4.651,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.889,0.19
1180,male,no,782.27,0.1828,900.0,0.37,54.729,1.2,2.68,semi-intensive,0.085,4.652,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.918,0.19
1181,male,no,782.45,0.1828,900.0,0.37,54.739,1.2,2.681,semi-intensive,0.085,4.653,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.952,0.19
1182,male,no,782.63,0.1828,900.0,0.37,54.748,1.2,2.681,semi-intensive,0.085,4.654,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,167.978,0.19
1183,male,no,782.82,0.1828,900.0,0.37,54.758,1.2,2.682,semi-intensive,0.085,4.654,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.009,0.19
1184,male,no,783.0,0.1828,900.0,0.37,54.768,1.2,2.682,semi-intensive,0.085,4.655,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.038,0.19
1185,male,no,783.18,0.1828,900.0,0.37,54.777,1.2,2.682,semi-intensive,0.085,4.656,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.064,0.19
1186,male,no,783.36,0.1828,900.0,0.37,54.786,1.2,2.683,semi-intensive,0.085,4.657,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.095,0.19
1187,male,no,783.55,0.1828,900.0,0.37,54.796,1.2,2.683,semi-intensive,0.085,4.658,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.124,0.19
1188,male,no,783.73,0.1828,900.0,0.37,54.806,1.2,2.684,semi-intensive,0.085,4.659,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.157,0.19
1189,male,no,783.91,0.1828,900.0,0.37,54.815,1.2,2.684,semi-intensive,0.085,4.659,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.181,0.19
1190,male,no,784.1,0.1828,900.0,0.37,54.825,1.2,2.685,semi-intensive,0.085,4.66,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.214,0.19
1191,male,no,784.28,0.1828,900.0,0.37,54.835,1.2,2.685,semi-intensive,0.085,4.661,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.243,0.19
1192,male,no,784.46,0.1828,900.0,0.37,54.844,1.2,2.686,semi-intensive,0.085,4.662,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.273,0.19
1193,male,no,784.64,0.1828,900.0,0.37,54.854,1.2,2.686,semi-intensive,0.085,4.663,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.303,0.191
1194,male,no,784.83,0.1828,900.0,0.37,54.863,1.2,2.687,semi-intensive,0.085,4.663,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.33,0.191
1195,male,no,785.01,0.1828,900.0,0.37,54.873,1.2,2.687,semi-intensive,0.085,4.664,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.359,0.191
1196,male,no,785.19,0.1828,900.0,0.37,54.882,1.2,2.688,semi-intensive,0.085,4.665,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.39,0.191
1197,male,no,785.37,0.1828,900.0,0.37,54.892,1.2,2.688,semi-intensive,0.085,4.666,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.419,0.191
1198,male,no,785.56,0.1828,900.0,0.37,54.902,1.2,2.689,semi-intensive,0.085,4.667,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.452,0.191
1199,male,no,785.74,0.1828,900.0,0.37,54.911,1.2,2.689,semi-intensive,0.085,4.667,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.476,0.191
1200,male,no,785.92,0.1828,900.0,0.37,54.921,1.2,2.689,semi-intensive,0.085,4.668,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.505,0.191
1201,male,no,786.11,0.1828,900.0,0.37,54.931,1.2,2.69,semi-intensive,0.085,4.669,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.538,0.191
1202,male,no,786.29,0.1828,900.0,0.37,54.94,1.2,2.69,semi-intensive,0.085,4.67,yes,0.0,0.0,no,0,0,0.0,0.0,semi-intensive,71.2,0.53199,0.33764,6.3,168.565,0.191
