age,sex,castrate,weight_current,weight_gain,weight_mature,cf_maintenance,ne_maintenance,cf_growth,ne_growth,feeding_situation,cf_activity,ne_activity,is_pregnant,cf_pregnant,ne_pregnant,is_lactating,milk_production,milk_fat,milk protein,ne_lactation,diet,digestibility_diet,REM,REG,Ym,gross_energy,EF_CH4_ent_ferm
1844,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1845,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1846,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1847,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1848,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1849,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1850,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1851,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1852,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1853,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1854,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1855,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1856,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1857,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1858,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1859,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1860,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1861,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1862,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1863,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1864,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1865,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1866,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1867,female,no,380.0,0.0,380.0,0.386,33.222,0.8,0.0,extensive,0.227,7.541,yes,0.1,3.322,yes,3,4,3.5,9.21,extensive,60.35,0.49618,0.28051,7.0,177.979,0.224
1868,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1869,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1870,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1871,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1872,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1873,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1874,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1875,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1876,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1877,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1878,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1879,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1880,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1881,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1882,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1883,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1884,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1885,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1886,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1887,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1888,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1889,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1890,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1891,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1892,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1893,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1894,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1895,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1896,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1897,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1898,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1899,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1900,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1901,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1902,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1903,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1904,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1905,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1906,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1907,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1908,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1909,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1910,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1911,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1912,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1913,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1914,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1915,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1916,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1917,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1918,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1919,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1920,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1921,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1922,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1923,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1924,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1925,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1926,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1927,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1928,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1929,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1930,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1931,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1932,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1933,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1934,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1935,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1936,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1937,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1938,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1939,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1940,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1941,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1942,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1943,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1944,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1945,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1946,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1947,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1948,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1949,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1950,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1951,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1952,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1953,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1954,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1955,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1956,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1957,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1958,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1959,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1960,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1961,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1962,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1963,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1964,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1965,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1966,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1967,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1968,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1969,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1970,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1971,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1972,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1973,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1974,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1975,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1976,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1977,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
1978,female,no,380.0,0.0,380.0,0.322,27.714,0.8,0.0,extensive,0.227,6.291,yes,0.1,2.771,no,0,0,0.0,0.0,extensive,60.35,0.49618,0.28051,7.0,122.814,0.154
